timestamp,workload,requests_per_second,cpu_utilization_ratio,memory_working_set_bytes,p95_latency_seconds,error_ratio,replicas,scaling_event,scenario,collection_interval_seconds,data_source,run_status
2026-07-25T09:42:00Z,demo-workload,14.000,0.340,227600000,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:42:30Z,demo-workload,14.033,0.347,228516145,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:43:00Z,demo-workload,14.062,0.352,229331435,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:43:30Z,demo-workload,14.084,0.357,229956118,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:44:00Z,demo-workload,14.097,0.359,230321426,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:44:30Z,demo-workload,14.100,0.360,230387142,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:45:00Z,demo-workload,14.091,0.358,230146032,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:45:30Z,demo-workload,14.072,0.354,229624640,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:46:00Z,demo-workload,14.046,0.349,228880363,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:46:30Z,demo-workload,14.014,0.343,227995136,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:47:00Z,demo-workload,13.981,0.336,227066409,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:47:30Z,demo-workload,13.950,0.330,226196424,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:48:00Z,demo-workload,13.924,0.325,225480953,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:48:30Z,demo-workload,119.814,0.891,304699379,0.239,0.012,5,scale_up,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:49:00Z,demo-workload,119.800,0.890,304601463,0.240,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:49:30Z,demo-workload,119.808,0.890,304657506,0.239,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:50:00Z,demo-workload,119.837,0.892,304861338,0.236,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:50:30Z,demo-workload,119.884,0.894,305190522,0.232,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:51:00Z,demo-workload,119.944,0.897,305608818,0.226,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:51:30Z,demo-workload,120.010,0.901,306070177,0.221,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:52:00Z,demo-workload,120.075,0.904,306523811,0.227,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:52:30Z,demo-workload,120.131,0.907,306919781,0.233,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:53:00Z,demo-workload,120.173,0.909,307214495,0.237,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:53:30Z,demo-workload,120.197,0.910,307375510,0.240,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:54:00Z,demo-workload,120.198,0.910,307385101,0.240,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:54:30Z,demo-workload,120.177,0.909,307242211,0.238,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:55:00Z,demo-workload,14.069,0.354,229525143,0.052,0.002,3,scale_down,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:55:30Z,demo-workload,14.041,0.348,228753931,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:56:00Z,demo-workload,14.009,0.342,227855688,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:56:30Z,demo-workload,13.976,0.335,226929297,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:57:00Z,demo-workload,13.946,0.329,226076740,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:57:30Z,demo-workload,13.921,0.324,225391874,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:58:00Z,demo-workload,13.905,0.321,224950091,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:58:30Z,demo-workload,13.900,0.320,224800027,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:59:00Z,demo-workload,13.906,0.321,224958201,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:59:30Z,demo-workload,13.922,0.324,225407200,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:00:00Z,demo-workload,13.946,0.329,226097595,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:00:30Z,demo-workload,13.977,0.335,226953385,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:01:00Z,demo-workload,14.010,0.342,227880358,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:01:30Z,demo-workload,14.042,0.348,228776467,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
